,Academic Item,Session 1,Session 2,Co-requisite,Pre-requisite
688,ECHX8260,True,False,,[Admission to MTeach(0-5) and (40cp from ECEX or ECHX units at 6000 level) and (40cp from ECEX or ECHX units at 8000 level)]
689,ECHX8270,False,True,,ECHX600 or ECEX600 or ECHX6000 and Admission to MTeach(0-5)
690,ECHX8290,False,True,,ECHX825 or ECEX825 or ECHX8250
691,ECNM8990,True,True,,
692,ECON1020,True,True,,
693,ECON1021,True,True,,ECON1020 or ECON110 or ECON111
694,ECON1031,True,True,,
695,ECON2003,True,True,,50cp at 1000 level or above including ECON111 or ECON1021
696,ECON2004,True,True,,50cp at 1000 level or above including ECON110 or ECON1021
697,ECON2015,False,True,,50cp at 1000 level or above including ECON111 or ECON1020
698,ECON2032,False,True,,ECON241 or ECON2041 or STAT272 or STAT2372
699,ECON2035,False,True,,50cp at 1000 level or above including ECON110 or ECON111 or ECON1020
700,ECON2041,True,True,,50cp at 1000 level or above including ((STAT150 or STAT1250 or STAT170 or STAT1170 or STAT171 or STAT1371) and (ECON110 or ECON111 or ECON1020))
701,ECON2044,True,False,,50cp at 1000 level or above including ECON111 or ECON1020
702,ECON2050,True,False,,50cp at 1000 level or above including ECON110 or ECON111 or ECON1020
703,ECON3000,False,True,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and 20cp at 2000 level or above)
704,ECON3009,True,True,,20cp at 2000 level including ECON203 or ECON2003
705,ECON3011,True,True,,20cp at 2000 level including ECON204 or ECON2004
706,ECON3018,True,False,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and 20cp at 2000 level or above)
707,ECON3020,True,False,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and (20cp at 2000 level or above))
708,ECON3034,True,True,,90cp at 1000 level or above including ECON241 or ECON2041 or STAT272 or STAT2372
709,ECON3036,True,False,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and 20cp at 2000 level or above)
710,ECON3056,True,False,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and 20cp at 2000 level or above)
711,ECON3059,False,True,,130cp at 1000 level or above including ((ECON110 or ECON111 or ECON1020) and 20cp at 2000 level or above)
712,ECON3060,False,True,,20cp at 2000 level or above including ECON203 or ECON2003 or ECON204 or ECON2004 or AFIN250 or AFIN2050
714,ECON3081,True,True,10cp from ECON units at 3000 level,130cp at 1000 level or above including ((ECON203 or ECON2003) and (ECON204 or ECON2004))
715,ECON6034,True,True,,Admission to GradCertFin or GradDipAppFin or MAppEcon or MAppFin or MAppFin(Adv) or MkgFin or MBusAnalytics
716,ECON6049,True,True,,Admission to MAccg or MAccLead or MAppEcon or MBkgFin or MIntBus or MProfAcc or MProfAccgLead
717,ECON7012,True,False,,Admission to MRes
718,ECON7013,False,True,,Admission to MRes
719,ECON7015,False,True,,ECON735 or ECON7035
720,ECON7016,False,True,,Admission to MRes
721,ECON7017,True,False,,Admission to MRes
722,ECON7035,True,False,,Admission to MRes
723,ECON8012,True,False,,ECON632 or ECON6032 or ECON6049 or ECON6050
724,ECON8013,False,True,,ECON633 or ECON6033 or ECON6049 or ECON6050 
725,ECON8015,False,True,,Admission to MActPrac or ECON840 or ECON8040
726,ECON8016,False,True,,Admission to MActPrac or ECON632 or ECON6032 or ECON649 or ECON6049 or ECON991 or ECON8091
727,ECON8017,True,False,,Admission to MActPrac or ECON632 or ECON6032 or ECON649 or ECON6049 or ECON991 or ECON8091
728,ECON8030,False,True,,(ECON840 or ECON8040) and (ECON912 or ECON8012) and (ECON913 or ECON8013)
729,ECON8040,True,False,,ECON634 or ECON6034
730,ECON8047,True,True,,ECON632 or ECON6032 or ECON633 or ECON6033 or ECON649 or ECON6049 or ECON991 or ECON8091 or MGNT603 or ACCG6003 or MGNT809 or MGMT8009
731,ECON8053,False,True,,ECON632 or ECON6032 or ECON633 or ECON6033 or ECON649 or ECON6049 or ECON991 or ECON8091
732,ECON8057,True,False,,ECON632 or ECON6032 or ECON633 or ECON6033 or ECON649 or ECON6049 or ECON991 or ECON8091 or admission to MPH or MSusDev
733,ECON8091,True,False,,Admission to MActPrac
734,EDIT6000,False,True,,Admission to GradCertEditElecPub or MAccComm
735,EDIT7000,False,True,,Admission to MRes
736,EDIT8080,True,False,,Admission to GradCertEditElecPub or MCrWrit or GradDipCrWrit or MAccComm
737,EDIT8081,False,True,,Admission to GradCertEditElecPub or MCrWrit or GradDipCrWrit or MAccComm or MEd
738,EDIT8082,True,False,,Admission to GradCertEditElecPub or MTransInter or MCrWrit or GradDipCrWrit or MAccComm or MAdvTransInterStud
739,EDST1000,True,True,,
740,EDST1010,False,True,,
741,EDST1234,False,True,,Admission to BABEd(Primary) or BEd(Prim)BPsyc
742,EDST2000,True,False,,80cp including (EDST100 or EDST1000) and (EDST1010 or EDST101) and (admission to BABEd(Prim) or BEd(Prim)BPsych or BABEd(Sec) or BScBEd(Sec) or BCommBEd(Sec))
743,EDST2010,True,False,, 80cp including (ECH113 or ECHE1130) and admission to BTeach(ECE)
744,EDST2100,True,False,,80cp including (EDST100 or EDST1000) and admission to (BABEd(Prim) or BEd(Prim)BPsych  or BTeach(ECE))
745,EDST2110,False,True,,80cp including (EDST100 or EDST1000) and (EDST101 or EDST1010) and admission to (BABEd(Prim) or BEd(Prim)BPsych))
746,EDST2120,False,True,,ECHE1130 or ECH113
747,EDST2140,False,True,,40cp at 1000 level or above including ECHE1130 or ECH113
748,EDST2999,True,False,,40cp at 1000 level or above
749,EDST3000,False,True,,160cp at 1000 level or above including (EDST2000 or EDST200) and (EDST2100 or EDST210) and (EDST3110 or EDST311) and EDST2999
750,EDST3010,False,True,,130cp at 1000 level or above including  EDST2999 and (EDST200 or EDST2000) 
751,EDST3020,True,False,,(EDST2000 or EDST200 or EDST2010 or EDST201 or ECHP2220 or ECHP222) and (ECHE220 or ECHE2200)
752,EDST3100,False,True,,160cp at 1000 level or above including EDST2100 or EDST210
753,EDST3110,True,False,,120cp at 1000 level or above including (EDST2000 or EDST200) and (EDST2110 or EDST211)
754,EDST3140,True,False,,EDST200 or EDST2000 and ((130cp at 1000 level or above) or (80cp at 1000 level or above) and admission to BScBEd(Sec))
755,EDST3160,False,True,,(ECH315 OR ECHE3150 and admission to (BTeach(ECE))
756,EDST3170,True,True,,Admission to BABEd(Prim) or BEd(Prim)BPsych or BABEd(Sec) or BScBEd(Sec) or BComBEd(Sec) or BTeach(ECE) and 80cp at 1000 level or above
758,EDST4010,True,False,10cp from EDTE4100-EDTE4420,EDST3010 or EDST301
759,EDST4020,False,True,,EDST4010
760,EDST4030,True,False,,(EDST3000 or EDST300) and (EDST3100 or EDST310)
762,EDST4040,False,True,EDST4200 and (EDST4150 or EDST4160),EDST3000 and (EDST4030 or EDST4050) and (EDST4100 or EDST4110) and EDST4130
763,EDST4050,True,False,,EDST3020 or ECHP325 or ECHP3250 or ECHP327 or ECHP3270
764,EDST4060,False,True,,EDST4050 or ECHP425 or ECHP4250 or ECHP421
765,EDST4100,True,False,,EDST3100 or EDST310
766,EDST4110,True,False,,EDST3110 or EDST311
767,EDST4120,True,False,,130cp and (EDUC2620 or EDUC262)
768,EDST4130,True,False,,EDST3000 or EDST300
769,EDST4140,False,True,,160cp and (EDST3000 or EDST300)
771,EDST4150,False,True,EDST4040,EDST4100
773,EDST4160,False,True,,EDST4110
772,EDST4160,False,True,EDST4040,
775,EDST4180,False,True,EDST4020,EDST3140 or EDST314
776,EDST4200,False,True,,160cp at 1000 level or above
777,EDST8000,True,True,,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit or MDisabilityStud or MTeach(Sec) or MInc&SpecEd or MSpEd
778,EDST8040,True,True,,"(Admission to MInc&SpecEd, or MEChild, or MEd, or MEdL, or MSpEd) OR (80cp from ECHE or EDCN or EDST or SPED units at 8000 level or above)"
779,EDST8060,True,True,,"Admission to MInc&SpecEd, or MEChild, or MEd, or MEdL, or MSpEd, or MTeach(Sec)"
780,EDST8200,True,True,,Admission to MTeach(Prim) or MTeach(Sec)
781,EDST8201,True,True,,Admission to MTeach(Prim) or MTeach(Sec) or MEd or MEdLead or MEChild or MInc&SpecEd
782,EDST8203,True,False,EDST8200,
783,EDST8204,False,True,,EDST8203
784,EDST8205,True,False,,EDST8204 and EDST8211
785,EDST8206,True,False,EDST8200,
786,EDST8207,False,True,,EDST8206
787,EDST8208,True,False,,EDST8207
788,EDST8209,False,True,EDST8200 or ECHE6030,
789,EDST8210,False,True,,EDST8200
790,EDST8211,False,True,EDST8204 and EDST8207,
791,EDST8211,False,True,,EDST8206
792,EDST8212,False,True,,EDST8208 and EDST8211
793,EDST8213,False,True,,EDST8205 and EDST8211
794,EDST8218,False,True,EDST8237,
795,EDST8220,False,True,EDST8237,
796,EDST8221,True,False,,EDST8220 and EDST8237
797,EDST8222,False,True,EDST8237,
798,EDST8223,True,False,,EDST8222 and EDST8237
799,EDST8224,False,True,EDST8237,
800,EDST8225,True,False,,EDST8224 and EDST8237
801,EDST8226,False,True,EDST8237,
802,EDST8227,True,False,,EDST8226 and EDST8237
803,EDST8228,False,True,EDST8237,
804,EDST8229,True,False,,EDST8228 and EDST8237
805,EDST8230,False,True,EDST8237,
806,EDST8231,True,False,,EDST8230 and EDST8237
807,EDST8232,False,True,EDST8237,
808,EDST8233,True,False,,EDST8232 and EDST8237
809,EDST8234,False,True,EDST8237,
810,EDST8235,True,False,,EDST8234 and EDST8237
811,EDST8237,True,True,EDST8200,
813,EDST8238,False,True,10cp from EDST8218 - EDST8234,EDST8237
815,EDST8240,True,True,(Admission into MTeach (Prim) and EDST8212 or EDST8213 ) OR (Admission into MTeach (Secondary) and (EDST8219 or EDST8221 or EDST8223 or EDST8225 or EDST8227 or EDST8229 or EDST8231 or EDST8233 or EDST8235)),80cps and EDST8999 and (EDST8211 or EDST8238)
816,EDST8280,True,False,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or MEd or GradCertEd or GradDipEdStud or GradCertEdStud
817,EDST8290,False,True,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertInc&SpecEd or MEd or GradCertEd or GradDipEdStud or GradCertEdStud
818,EDST8300,True,False,,Admission to MTeach(Prim) or MTeach(Sec) or MEd or MEdLead or MEChild or GradCertEdStud or GradCertEd
819,EDST8301,True,False,,Admission to MTeach (Birth to five) or MTeach(Prim) or MTeach(Sec) or MEd or MEdLead or MEChild or GradCertEdStud
820,EDST8302,True,True,,Admission to MTeach(Prim) or MTeach(Sec) or MEd or GradCertEd or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
821,EDST8303,False,True,,(Admission MTeach(Sec) and EDST8200) or (Admission to MEd or MEdLead or MEChild or GradCertEdStud)
822,EDST8304,False,True,,Admission to MTeach(Sec) or GradCertEd
823,EDST8310,True,False,,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
824,EDST8312,True,False,,Admission to MEd or MEdLead or MEChild or MTeach(Sec) or GradCertEdStud
825,EDST8420,True,False,,Admission to MEd or PGDipEdS or GradCertEdS or MEdLead or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit or MPH or MSocEntre or MAppLingTESOL or MTransInterMAppLingTESOL
826,EDST8470,False,True,,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
827,EDST8650,False,True,,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit or MTeach(Prim) or MTeach(Sec)
828,EDST8990,True,True,,Admission to MRes
829,EDST8999,True,True,,
830,EDSX8000,True,True,,Admission to M Teaching (0 to 5) (OUA)
831,EDSX8209,False,True,EDSX8200 or ECHX6030,
832,EDSX8301,True,False,,Admission to MTeach (Birth to five)
834,EDTE4010,True,False,10cp from EDTE4210-EDTE4330 or TEP433 or 10cp from TEP421-TEP431,EDTE302 or EDTE3020
836,EDTE4020,False,True,10cp from EDTE4220-EDTE4340 or TEP434 or 10cp from TEP422-TEP432,TEP401(S) or EDTE4010
838,EDTE4030,True,False,,Admission to BEd(Prim) and EDTE3010 or EDTE301 or EDTE3540 or EDTE354
837,EDTE4030,True,False,EDTE4550 or EDTE455,
839,EDTE4040,False,True,,(EDTE403 or EDTE4030(S)) and (EDTE455 or EDTE4550)
840,EDTE4050,True,True,EDTE455 or EDTE4550 or EDTE456 or EDTE4560 or EDTE433 or EDTE4330 or EDTE434 or EDTE4340 or 10cp from TEP421-TEP442,
842,EDTE4100,False,True,EDST3010,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140) and permission by special approval
844,EDTE4210,False,True,EDST3010,"130cp at 1000 level or above including (EDTE3870 or TEP387 or  EDST3140)
"
845,EDTE4220,True,False,,EDTE4210 and (TEP401 or EDTE4010(S) or EDST3010)
847,EDTE4230,False,True,,"130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
"
846,EDTE4230,False,True,EDST3010,
848,EDTE4240,True,False,,(EDTE4230 or TEP423) and (TEP401 or EDTE4010 or EDST3010)
850,EDTE4250,False,True,EDST3010,"130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
"
851,EDTE4260,True,False,,(EDTE4250 or TEP425) and (TEP401 or EDTE4010 or EDST3010)
853,EDTE4270,False,True,EDST3010,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
854,EDTE4280,True,False,,(EDTE4270 or TEP427) and (TEP401 or EDTE4010 or EDST3010)
856,EDTE4290,False,True,,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
855,EDTE4290,False,True,EDST3010,
857,EDTE4300,True,False,,(EDTE4290 or TEP429) and (TEP401 or EDTE4010 or EDST3010)
859,EDTE4310,False,True,EDST3010,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
860,EDTE4320,True,False,,(TEP431 or EDTE4310) and (TEP401 or EDTE4010 or EDST3010)
862,EDTE4330,False,True,EDST3010,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
863,EDTE4340,True,False,,(EDTE4330 or TEP433) and (TEP401 or EDTE4010 or EDST3010)
864,EDTE4400,True,False,,(EDTE410 or EDTE4100)
866,EDTE4420,True,False,,20cp in LING units including 10cp from LING units at 2000 level or above and permission by special approval
865,EDTE4420,True,False,TEP401 or EDTE4010 or EDTE403 or EDTE4030,
868,EDTE4550,True,False,EDTE4030 or EDTE403,(EDTE354 or EDTE3540) or (admission to BEd(Prim) and (EDTE301 or EDTE3010))
869,EDTE4560,False,True,,(EDTE403 or EDTE4030) and (EDTE455 or EDTE4550)
870,EDUC1070,True,False,,
871,EDUC2580,False,True,,40cp at 1000 level or above including ((EDUC1050 or EDUC105) or (EDUC1060 or EDUC106) or (EDUC1070 or EDUC107))
872,EDUC2610,True,False,,80cp or (20cp of EDUC or EDST units)
873,EDUC2620,True,True,,80cp at 1000 level or above
874,EDUC2920,False,True,,80cp at 1000 level or above including (EDUC1070 or EDUC107 or EDUC105 or EDUC1050 or EDUC106 or EDUC1060)
875,EDUC3620,True,False,,130cp at 1000 or above including 20cp of EDUC or EDST units at 2000 level
876,EDUC3730,False,True,,130cp at 1000 level or above or ARTS2000
877,EDUC3830,True,False,,130cp at 1000 level or above
878,EDUC3990,False,True,,130cp at 1000 level or above including 20cp of EDUC or EDST units at 2000 level
879,EDUC7000,True,True,,Admission to MRes
880,EDUC7001,False,True,,EDUC7000
881,EDUC8210,True,False,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertInc&SpecEd or GradCertLearnDiffSuppTeach or GradCertPosBehSuppTeach
882,EDUC8230,False,True,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or MEd or MEChild
883,EDUC8240,False,True,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertLearnDiffSuppTeach
884,EDUC8250,True,False,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertLearnDiffSuppTeach
885,EDUC8260,False,True,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertInc&SpecEd or GradCertPosBehSuppTeach
886,EDUC8270,True,False,,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertInc&SpecEd or GradCertLearnDiffSuppTeach
887,EESC1150,False,True,,
888,EESC1160,False,True,,
889,EESC2150,False,True,,EESC1150 (or GEOS112 or GEOS1110 or GEOS125 or GEOS1120 or GEOS126 or GEOS1130)
890,EESC2160,False,True,,(ENVE117 or ENVS117 or ENVS1017 or GEOS117 or GEOS112 or GEOS1110 or GEOS126 or EESC1160) or 10cp in PHYS units at 1000 level
891,EESC3000,True,False,,160 cp at 1000 level or above including ENVS2364
892,ELCT3005,True,False,,(ELEC2070 or ELEC270) and (ELEC2005 or (ELCT2005 or ELEC295) or (ELEC2075 or ELEC275))
893,ELCT3006,False,True,,(ELEC2070 or ELEC270) and (ELEC2005 or ELEC2075 or ELEC275) or (ELCT2005 or ELEC295))
894,ELCT4001,False,True,,(ELEC2005 or ELCT2005 or ELEC 295) and ( ELCT4004 or ELEC 494)
895,ELCT4004,True,False,,(ELEC2005 or ELCT2005 or ELEC295) and (ELCT3006 or ELEC396)
896,ELEC2005,False,True,,(PHYS1520 or ENGG150) and (MATH1010 or MATH1015 or MATH135 or MATH132) and ELEC2070
897,ELEC2040,True,False,,MATH1020 or MATH1025 or MATH133 or MATH136
898,ELEC2042,False,True,,COMP115 or COMP1000
899,ELEC2070,True,False,,(PHYS1520 or PHYS143 or ENGG150) and (MATH1020 or MATH1025 or MATH136 or MATH133)
900,ELEC3024,True,False,,((ELEC2040 or ELEC240) or (MTRN2060 or ELEC260)) and (MATH2055 or MATH235) and (ELEC2070 or ELEC270)
901,ELEC3042,True,False,,(130cp at 1000 level or above including ELEC2042 or ELEC242 or ELEC241 or MTRN2060 or ELEC260)
902,ELEC3076,False,True,,((ELEC2005 or ELEC2075 or ELEC275) and completion of 130cp) or admission to MEngElecEng
903,ELEC4092,True,True,,(ELEC324 or ELEC3024) and ((ELEC342 or ELEC3042) or ((ELCT3005 or ELEC395) and (ELCT3006 or ELEC396))
904,ELEC4093,True,True,,30cp at 4000 level including ELEC4092
905,ELEC4150,False,True,,(ELEC324 or ELEC3024) and (ELEC342 or MECH362 or ELEC3042) or Admission to MEngElecEng
906,ELEC4250,False,True,,ELEC3042 or ELEC342 or Admission to MEngElecEng
907,ELEC8040,False,True,,Admission to MEngElecEng and 30cp at 3000 level or above
908,ELEC8150,False,True,,Admission to MEngElecEng
909,ELEC8276,False,True,,Admission to MEngElecEng and 30cp at 3000-level or above
911,ELEC8844,True,False,,Admission to MEngElecEng
910,ELEC8844,True,False,20cp at 8000 level,
912,ELEC8860,True,False,,Admission to MEngElecEng
913,ELEC8870,False,True,,Admission to MEngElecEng and 30cp at 3000 level or above
914,ENGG1000,True,True,,
915,ENGG1050,True,True,,ENGG1000
917,ENGG2000,False,True,CIVL2301 or (COMP247 or COMP2250) or (COMP225 or COMP2010) or (ELEC240 or ELEC2040) or (ELEC242 or ELEC2042) or (ELEC260 or MTRN2060) or (ELEC270 or ELEC2070) or (ELEC295 or ELCT2005) or (MECH203 or MECH2003),(COMP115 or COMP1000) and (ENGG100 or ENGG1050)
918,ENGG2050,True,False,,(ENGG1050 or ENGG100) and (COMP1000 or COMP115) and (MATH1010 or MATH1015 or MATH135 or MATH132 or MATH1007 or DMTH137)
919,ENGG3000,False,True,,((ENGG2000 or ENGG200) and (ENGG450 or ENGG2050)) or admission to MEngElecEng or MEngEnvSafetyEng or MEngMechEng or MEngNetTeleEng
920,ENGG3050,True,False,,((ENGG2000 or ENGG200) and (ENGG450 or ENGG2050)) 
921,ENGG4001,True,False,,ENGG3000 or ENGG300
923,ENGG4092,True,True,CIVL4090 or COMP4092 or ELCT4092 or ELEC4092 or MECH4092 or MTRN4092 or TELE4092,Permission by special approval
925,ENGG4093,True,True,CIVL4091 or COMP4093 or ELCT4093 or ELEC4093 or MECH4093 or MTRN4093 or TELE4093,Permission by special approval
926,ENGG4099,True,True,,130cp at 1000 level or above including ENGG2000 or admission to MEng Elec. Eng
927,ENGG4104,True,False,,Admission to MEngMgt or ((ENGG3000 or ENGG300) and ENGG3050)
928,ENGG4201,True,False,,Completion of 200CP at 1000 level or above or Admission in MEngElecEng
929,ENGG8000,True,False,,Admission to MEngElecEng or MEngEnvSafetyEng or MEngMechEng or MEngNetTeleEng or MEngMgt
931,ENGG8090,True,True,20CP at level 8000,Admission to MEngElecEng or MEngEnvSafetyEng or MEngMechEng or MEngNetTeleEng
932,ENGG8091,True,True,,ENGG805 or ENGG8090
933,ENGG8102,False,True,,60cp at 4000 level or above
934,ENGG8103,True,False,,Admission to MEngMgt or MEngElecEng or MEngNetTeleEng
935,ENGG8104,True,False,,Admission to MEngMgt
936,ENGG8105,False,True,,Admission to MEngMgt
937,ENGG8106,True,False,,Admission to MEngMgt or MEngElecEng
938,ENGG8201,True,False,,Admission to MEngNetTeleEng or MEngElecEng
939,ENGG8401,True,False,,Admission to MEngEnvSafetyEng or MEngMgt
940,ENGG8990,True,True,,
941,ENGL1001,True,False,,
942,ENGL1002,False,True,,
943,ENGL1021,True,False,,
944,ENGL1050,True,False,,
945,ENGL2010,True,False,,40cp at 1000 level or above
946,ENGL2020,False,True,,40cp at 1000 level or above
947,ENGL2030,True,False,,40cp
948,ENGL2033,False,True,,ENGL1021 or ENGL121
949,ENGL2036,True,False,,40cp at 1000 level or above
950,ENGL2040,False,True,,40cp
951,ENGL3007,False,True,,20cp at 2000 level including ENGL2033 or ENGL233
952,ENGL3010,False,True,,130cp at 1000 level or above
953,ENGL3020,True,False,,130cp at 1000 level or above
954,ENGL3031,True,False,,130cp at 1000 level or above
955,ENGL3035,True,False,,20cp at 2000 level including ENGL2033 or ENGL233
956,ENGL3040,False,True,,80cp at 1000 level or above
957,ENGL3051,True,False,,ENGL1001 or ENGL1002 or ENGL120; and 20cp in ENGL units at 2000 level or above
958,ENGL3060,False,True,,20cp at 2000 level and ENGL3051 or ENGL3050
959,ENGL7000,False,True,,Admission to MRes
960,ENGL7001,True,False,,Admission to MRes
961,ENGL8010,True,False,,Admission to MCrWrit
962,ENGL8011,False,True,,Admission to MCrWrit
963,ENGL8015,True,False,,Admission to MCrWrit
964,ENGL8017,False,True,,Admission to MCrWrit
965,ENGL8022,True,False,,Admission to MCrWrit
966,ENGL8026,True,False,,Admission to MCrWrit
967,ENGL8030,False,True,,Admission to MCrWrit
968,ENGL8036,False,True,,Permission by special approval and ENGL8026 and ENGL8090
969,ENGL8075,False,True,,Admission to MCrWrit
970,ENGL8090,True,False,,Admission to MCrWrit
971,ENGL8990,True,True,,Admission to MRes
972,ENGX1001,True,False,,
973,ENGX1002,False,True,,
974,ENGX1021,True,True,,
975,ENGX1050,True,False,,
976,ENGX2010,True,False,,
977,ENGX2020,False,True,,40cp at 1000 level or above
978,ENGX2030,True,False,,40cp
979,ENGX2033,False,True,,ENGX1021 or ENGX121
980,ENGX2036,True,False,,40cp at 1000 level or above
981,ENGX2040,False,True,,40cp
982,ENGX3007,False,True,,20cp at 2000 level including ENGX2033 or ENGX233 
983,ENGX3010,False,True,,130cp at 1000 level or above
984,ENGX3020,True,False,,130cp at 1000 level or above
985,ENGX3031,True,False,,130cp at 1000 level or above
986,ENGX3035,True,False,,20cp at 2000 level including ENGX2033 or ENGX233
987,ENGX3040,False,True,,80cp at 1000 level or above
988,ENGX3051,True,False,,ENGX1001 or ENGX1002 or ENGX120; and 20cp in ENGX units at 2000 level or above
989,ENGX8010,True,False,,Admission to MCrWriting (OUA)
990,ENGX8011,False,True,,Admission to MCrWrit (OUA)
991,ENGX8015,True,False,,"Admission to MCrWrit
"
992,ENGX8017,False,True,,Admission to MCrWrit (OUA)
993,ENGX8022,True,False,,"Admission to MCrWrit
"
994,ENGX8026,True,False,,"Admission to MCrWrit
"
995,ENGX8030,False,True,,"Admission to MCrWrit
"
996,ENGX8036,False,True,,Permission by Special approval and ENGX8090 and ENGX8026
997,ENGX8075,False,True,,Admission to MCrWrit
998,ENGX8090,True,False,,"Admission to MCrWrit
"
999,ENVS1000,True,False,,Admission to BEnv
1000,ENVS1017,True,False,,
1001,ENVS1018,False,True,,
1002,ENVS1500,True,True,,
1003,ENVS1501,False,True,,Wuyagiba Study Hub Program 1
1004,ENVS2115,False,True,,60cp at 1000 level or above
1005,ENVS2237,False,True,,60cp at 1000 level or above
1006,ENVS2266,True,False,,ENVE117 or ENVS117 or ENVS1017 or GEOS117 or GEOS112 or GEOS1110 or EESC1150
1007,ENVS2364,True,False,,40cp at 1000 level or above
1008,ENVS2467,False,True,,GEOS114 or ENV118 or ENVS1018 or GEOS118 or ENVS117 or ENVS1017
1009,ENVS3102,True,False,,(130cp at 1000 level or above) including (GEOS216 or ENVE216 or ENVS216 or ENVS2116 or EESC2160)
1010,ENVS3238,False,True,,(130cp at 1000 level or above) including (ENVE266 or ENVS266 or ENVS2266 or GEOS266)
1011,ENVS3240,True,False,,(130cp at 1000 level or above) including (ENVS2115(Cr) or ENVS266 or ENVS2266 or ENVE214(Cr) or ENVE266 or GEOS214(Cr) or GEOS266)
1012,ENVS3383,False,True,,(130cp at 1000 level or above) including (ENV264 or ENVS264 or ENVS2364 or GEOS264)
1013,ENVS3462,True,False,,130cp at 1000 level or above including (ENV267 or ENVS2467 or ENVS214 or ENVS2115)
1014,ENVS3463,False,True,,(130cp at 1000 level or above) and (Admission to BEnv or by Permission by Special Approval)
1015,ENVS6115,False,True,,
1016,ENVS6202,True,False,,
1017,ENVS6364,True,False,,
1018,ENVS6405,False,True,,
1019,ENVS7104,True,False,,Admission to MRes
1020,ENVS7205,False,True,,Admission to MRes
1021,ENVS7353,False,True,,Admission to MRes and (ENVS708 or ENVS7308 or ENVS2364 or ENVS6364 or NSCI7364)
1022,ENVS7418,False,True,,Admission to MRes
1023,ENVS7498,False,True,,Admission to MRes
1024,ENVS8104,True,False,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MWldMgt or MConsBiol or GradDipConsBiol or MMarScMgt or MSusDev or GradDipSusDev or GradCertSusDev or MPlan or MEngEnvSafetyEng or MScInnovationEnvSc
1025,ENVS8205,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MConsBiol or MPH or GradDipConsBiol or MPlan or MEngEnvSafetyEng or MScInnovationEnvSc or MSusDev
1026,ENVS8229,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MPlan or MConsBiol or MPH or MMarScMgt or MScInnovationEnvSc or MSusDev
1027,ENVS8353,False,True,,GEOS801 or GEOS810 or ENVE810 or ENV808 or ENVS808 or ENVS8308 or ENVS6364
